Title,id,WEBサイトのアドレス,開催年度,主催,共催,協賛,協力,後援,公演回数／実施回数（講演、ワークショップ等）,人数/参加者数
未来を創る映画館展,4573,http://www.tokyoartsandspace.jp/archive/2016/09/os-b05.shtml,2016,トーキョーワンダーサイト,,,,,8,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}"
アーセナル・オブ・デモクラシー,4574,http://www.tokyoartsandspace.jp/archive/2016/09/os-b06.shtml,2016,トーキョーワンダーサイト,,,"AUT University (New Zealand)|Neu Kirche Contemporary Art Center (USA)",,27,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}"
ロング・ナイト,4575,http://www.tokyoartsandspace.jp/archive/2016/09/os-b07.shtml,2016,トーキョーワンダーサイト,,"Universidad Central del Ecuador （エクアドル中央大学）","Ministry or Foreign Affairs of Ecuador （エクアドル外務省）",,27,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}"
猟師の生活,4576,http://www.tokyoartsandspace.jp/archive/2016/09/os-b08.shtml,2016,トーキョーワンダーサイト,,,東京・アーティスツ・プレイスメント・サービス（HAPS）,,26,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}"
"若手のための現代音楽企画ゼミ2016 プログラム",4578,http://www.tokyoartsandspace.jp/archive/2016/05/seminar2016.shtml,2016,トーキョーワンダーサイト,,,東京芸術劇場|東京文化会館,,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""71"";s:6:""備考"";s:0:"""";}"
フェスティバルFUKUSHIMA!@池袋西口公園,4584,http://tokyo-metropolitan-festival.jp/program/500/,2016,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,,,,,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:5:""21598"";s:6:""備考"";s:0:"""";}"
「小名木川物語」試写会,4585,,2017,東京都|アーツカウンシル東京|東京藝術大学音楽学部・大学院国際芸術創造研究科|特定非営利活動法人音まち計画|足立区|千住ヤッチャイ大学プロジェクト実行委員会,,,"足立区立千寿第八小学校|足立区立西新井第二小学校PTA|おかめひょっとこ元気連|ガーディ アンシップ北千住|千住関屋町町会|千住仲町会|千寿リーグ|タカラ湯|菜の花楽団|魚三商店|タコテ座|千住囃子連中|愛ちゃん|東武鉄道株式会社|仲町竹田",,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}"
「鍵」プレ公演,4586,,2017,東京都|アーツカウンシル東京|東京藝術大学音楽学部・大学院国際芸術創造研究科|特定非営利活動法人音まち計画|足立区|フランチェスカ・レ・ロイ,,,"足立区立千寿第八小学校|足立区立西新井第二小学校PTA|おかめひょっとこ元気連|ガーディ アンシップ北千住|千住関屋町町会|千住仲町会|千寿リーグ|タカラ湯|菜の花楽団|魚三商店|タコテ座|千住囃子連中|愛ちゃん|東武鉄道株式会社|仲町竹田",,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}"
「知らない路地の映画祭」説明会,4587,,2017,東京都|アーツカウンシル東京|東京藝術大学音楽学部・大学院国際芸術創造研究科|特定非営利活動法人音まち計画|足立区|「知らない路地の映画祭」チーム,,,"足立区立千寿第八小学校|足立区立西新井第二小学校PTA|おかめひょっとこ元気連|ガーディ アンシップ北千住|千住関屋町町会|千住仲町会|千寿リーグ|タカラ湯|菜の花楽団|魚三商店|タコテ座|千住囃子連中|愛ちゃん|東武鉄道株式会社|仲町竹田",,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}"
お茶の忘年会,4588,,2017,東京都|アーツカウンシル東京|東京藝術大学音楽学部・大学院国際芸術創造研究科|特定非営利活動法人音まち計画|足立区|神崎悠輔,,,"足立区立千寿第八小学校|足立区立西新井第二小学校PTA|おかめひょっとこ元気連|ガーディ アンシップ北千住|千住関屋町町会|千住仲町会|千寿リーグ|タカラ湯|菜の花楽団|魚三商店|タコテ座|千住囃子連中|愛ちゃん|東武鉄道株式会社|仲町竹田",,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}"
「知らない路地の映画祭」ナカチョームービー大作戦,4591,,2017,東京都|アーツカウンシル東京|東京藝術大学音楽学部・大学院国際芸術創造研究科|特定非営利活動法人音まち計画|足立区|「知らない路地の映画祭」チーム,,,"足立区立千寿第八小学校|足立区立西新井第二小学校PTA|おかめひょっとこ元気連|ガーディ アンシップ北千住|千住関屋町町会|千住仲町会|千寿リーグ|タカラ湯|菜の花楽団|魚三商店|タコテ座|千住囃子連中|愛ちゃん|東武鉄道株式会社|仲町竹田",,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}"
[2017]建築ツアーの開催,4592,,2017,東京都美術館,,,,,21,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""733"";s:6:""備考"";s:0:"""";}"
イデビアン・クルー『シカク』,4594,http://tokyo-metropolitan-festival.jp/program/507/,2016,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会|days,,,,,10,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""1369"";s:6:""備考"";s:0:"""";}"
"x / groove space",4595,http://tokyo-metropolitan-festival.jp/program/520/,2016,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,東京ドイツ文化センター,,,ドイツ連邦共和国大使館,5,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""315"";s:6:""備考"";s:0:"""";}"
『Woodcutters－伐採－』,4596,http://tokyo-metropolitan-festival.jp/program/505/,2016,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,Culture.pl,,"ポーランド広報文化センター|Propel Performing Arts &amp; Media Co.,Ltd",駐日ポーランド共和国大使館|オーストリア大使館|オーストリア文化フォーラム,3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""1097"";s:6:""備考"";s:0:"""";}"
パク・グニョン×南山芸術センター『哀れ、兵士』,4597,http://tokyo-metropolitan-festival.jp/program/511/,2016,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,,,,,4,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""653"";s:6:""備考"";s:0:"""";}"
マレビトの会『福島を上演する』,4598,http://tokyo-metropolitan-festival.jp/program/539/,2016,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会|一般社団法人マレビト,,,,,4,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""750"";s:6:""備考"";s:0:"""";}"
"FM ３『Buddha Boxing』",4599,http://tokyo-metropolitan-festival.jp/program/556/,2016,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,,,,,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""164"";s:6:""備考"";s:0:"""";}"
ドーレ・ホイヤーに捧ぐ『人間の激情』『アフェクテ』『エフェクテ』,4600,http://tokyo-metropolitan-festival.jp/program/563/,2016,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,,,東京ドイツ文化センター,ドイツ連邦共和国大使館,4,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""778"";s:6:""備考"";s:0:"""";}"
インスタントカフェ・シアターカンパニー『NADIRAH』,4601,http://tokyo-metropolitan-festival.jp/program/532/,2016,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,国際交流基金アジアセンター,,,,3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""348"";s:6:""備考"";s:0:"""";}"
"『B.E.D.（Episode 5）』",4602,http://tokyo-metropolitan-festival.jp/program/536/,2016,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,国際交流基金アジアセンター,,"THE SAISON FOUNDATION（セゾン文化財団）",,4,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""136"";s:6:""備考"";s:0:"""";}"
"ASWARA － マレーシア国立芸術文化遺産大学『BONDINGS』",4603,http://tokyo-metropolitan-festival.jp/program/523/,2016,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,国際交流基金アジアセンター,,"THE SAISON FOUNDATION（セゾン文化財団）",,3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""171"";s:6:""備考"";s:0:"""";}"
『POLITIKO』,4604,http://tokyo-metropolitan-festival.jp/program/527/,2016,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,国際交流基金アジアセンター,,"THE SAISON FOUNDATION（セゾン文化財団）",,5,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""103"";s:6:""備考"";s:0:"""";}"
『ふくちゃんねる』,4605,http://tokyo-metropolitan-festival.jp/program/514/,2016,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,,,"Racines FARM to PARK",,8,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""197"";s:6:""備考"";s:0:"""";}"
『うたの木』,4606,http://tokyo-metropolitan-festival.jp/program/530/,2016,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,,,,,8,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""264"";s:6:""備考"";s:0:"""";}"
ドキュントメント『となり街の知らない踊り子』,4607,http://tokyo-metropolitan-festival.jp/program/554/,2016,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,,,範宙遊泳|Baobab,,4,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""384"";s:6:""備考"";s:0:"""";}"
"チェルフィッチュ 『あなたが彼女にしてあげられることは何もない』",4608,http://tokyo-metropolitan-festival.jp/program/559/,2016,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,,,"Racines FARM to PARK|カサコ|急な坂スタジオ",,8,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""417"";s:6:""備考"";s:0:"""";}"
"『ヨブの話̶善き人のいわれなき受難 L’homme de Hus』",4609,http://tokyo-metropolitan-festival.jp/program/493/,2016,アーツカウンシル東京|東京芸術劇場,,,,在日フランス大使館|アンスティチュ・フランセ日本,3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""897"";s:6:""備考"";s:0:"""";}"
"芸劇dance 勅使川原三郎×山下洋輔『up』",4610,http://tokyo-metropolitan-festival.jp/program/497/,2016,アーツカウンシル東京|東京芸術劇場,,,,,3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""1384"";s:6:""備考"";s:0:"""";}"
『かもめ』,4611,http://tokyo-metropolitan-festival.jp/program/518/,2016,東京芸術劇場,,,,,15,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:5:""11964"";s:6:""備考"";s:0:"""";}"
『三代目、りちゃあど』,4612,http://tokyo-metropolitan-festival.jp/program/549/,2016,アーツカウンシル東京|東京芸術劇場,シンガポール国際芸術祭|SPAC-静岡県舞台芸術センター,,NODA・MAP|松竹株式会社,在本邦インドネシア共和国大使館,12,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""2103"";s:6:""備考"";s:0:"""";}"
"第28回『 池袋演劇祭』",4613,http://tokyo-metropolitan-festival.jp/program/488/,2016,池袋演劇祭実行委員会|豊島区|公益財団法人としま未来文化財団|豊島区舞台芸術振興会,,株式会社サンシャインシティ|NPO法人いけぶくろ大明|豊島区町会連合会|豊島ケーブルネットワーク株式会社|株式会社豊島新聞社,東京商工会議所豊島支部|豊島区商店街連合会|池袋西口商店街連合会|池袋東口美観商店会|池袋演劇懇話会,一般社団法人豊島区観光協会|東京芸術劇場,,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:5:""28040"";s:6:""備考"";s:0:"""";}"
"『大田楽 いけぶくろ絵巻』",4614,http://tokyo-metropolitan-festival.jp/program/525/,2016,公益財団法人としま未来文化財団|豊島区,,,,,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""2500"";s:6:""備考"";s:0:"""";}"
『ノイズの海』,4615,http://tokyo-metropolitan-festival.jp/program/566/,2016,公益財団法人としま未来文化財団|豊島区,,,,,4,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""646"";s:6:""備考"";s:0:"""";}"
"『TERU TERU!』",4616,http://tokyo-metropolitan-festival.jp/program/544/,2016,アジア舞台芸術人材育成部門,,,,,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}"
焦土,4617,http://tokyo-metropolitan-festival.jp/program/544/,2016,アジア舞台芸術人材育成部門,,,,,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}"
"『Kiss Kiss Bang Bang 2.0（a-work-in-progress）』",4618,http://tokyo-metropolitan-festival.jp/program/542/,2016,アジア舞台芸術人材育成部門,国際交流基金アジアセンター,,,,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}"
『enTRANCED』,4620,http://tokyo-metropolitan-festival.jp/program/542/,2016,アジア舞台芸術人材育成部門,国際交流基金アジアセンター,,,,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}"
『a』,4621,http://tokyo-metropolitan-festival.jp/program/542/,2016,アジア舞台芸術人材育成部門,国際交流基金アジアセンター,,,,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}"
オープニングセレモニー,4622,http://tokyo-metropolitan-festival.jp/program/485/,2016,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,,,,,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""1746"";s:6:""備考"";s:0:"""";}"
トーク「０場」,4623,http://tokyo-metropolitan-festival.jp/program/779/,2016,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,,,"WACCA IKEBUKURO",,3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""61"";s:6:""備考"";s:0:"""";}"
